"","Q","ResponseId","Response","Text","Category","Domain","Mind"
"2079","T145","R_1hz2pBLmoYxVNrW",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2080","T145","R_2qDGjX4v859aCE9",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2081","T145","R_3huw3vRprW9b1EO",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2082","T145","R_SOcEyITioN71NGV",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2083","T145","R_3NWkm9CqFtF0BoU",5,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2084","T145","R_28IDs3AImjHDWqF",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2085","T145","R_2dAwgPRP46ZPxcl",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2086","T145","R_2YWfNKZgA8Fzn0g",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2087","T145","R_3PFXWjf9V1QwOJB",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2088","T145","R_bdbpAjIo1L8bA5z",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2089","T145","R_3lPT46H5l1uPrYp",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2090","T145","R_BSppXBtWOu5Yzjr",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2091","T145","R_2EmLlxCDhAKuksN",4,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2092","T145","R_Z3nFLEeasu4BcRj",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2093","T145","R_BVY7qeiB78NsnM5",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2094","T145","R_3huOGXKnaRDheLQ",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2095","T145","R_27B8VP6eKOPLSwH",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2096","T145","R_77NvZNu9KQLykbn",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2097","T145","R_bfR0tnjBHhGmKUp",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2098","T145","R_12AnqUZKZZp5lEa",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2099","T145","R_2Xpp5fSMo806bep",5,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2100","T145","R_12K2sOsPV3zuykm",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2101","T145","R_2rxt26YhVlGhJ54",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2102","T145","R_339hengkIUWVHL7",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2103","T145","R_XsUZJr5oUnaaSxH",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2104","T145","R_XB5nnPC0jjuCEEh",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2105","T145","R_3lRlfbwqK5V7SOI",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2106","T145","R_21vnrMdWNPutysf",3,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2107","T145","R_2ylvDIE0hAqswOI",4,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2108","T145","R_22Dj5jQyX4HP2gV",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2109","T145","R_12mp6S4h3SZexzU",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2110","T145","R_2YVYMQJUivOp38X",4,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2111","T145","R_2EAyzTT0tJj59bb",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2112","T145","R_1jNtRvpgBQubjCJ",2,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2113","T145","R_1eIuQSgqaVr1ZFY",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2114","T145","R_PH9MTkVKU6R45EZ",1,"Can you tell me a joke? ","personal, subjective","psychological","agency"
"2115","T147","R_eVXqVxtCDxH0Nup",2,"What does your best friend mean to you?","personal, subjective","social","agency"
"2116","T147","R_10CoiceYCTnykNq",2,"What does your best friend mean to you?","personal, subjective","social","agency"
"2117","T147","R_71KNpR5LavqXB3X",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2118","T147","R_1dc2AZ8aUirmLIr",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2119","T147","R_3DpEu7I4Gjol8Ak",3,"What does your best friend mean to you?","personal, subjective","social","agency"
"2120","T147","R_2qDGjX4v859aCE9",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2121","T147","R_2awOqk1uEwyt15M",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2122","T147","R_0NGxUayYNMfjnXP",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2123","T147","R_1gndqwgG0p2iI0M",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2124","T147","R_2TB2ulGouUV5uL1",3,"What does your best friend mean to you?","personal, subjective","social","agency"
"2125","T147","R_3DhGGGKIyYPjG8V",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2126","T147","R_3PFXWjf9V1QwOJB",3,"What does your best friend mean to you?","personal, subjective","social","agency"
"2127","T147","R_RaXe5LtCkZaNwel",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2128","T147","R_22mMyIFA5z09VYy",3,"What does your best friend mean to you?","personal, subjective","social","agency"
"2129","T147","R_2XcEvQo5Bw2Vcz1",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2130","T147","R_XB5nnPC0jjuCEEh",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2131","T147","R_SNKRKqzDAv3LW0N",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2132","T147","R_3qyRkqTcQJVr2UI",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2133","T147","R_3OkVtRCmCnLJmMM",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2134","T147","R_3Di5TsjuInLVDUC",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2135","T147","R_2U0jG6nEupyGnQr",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2136","T147","R_1DOVHcW9buAjSEI",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2137","T147","R_vi65vihyEEXZYQx",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2138","T147","R_3qVVgXjkZbLOezA",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2139","T147","R_u8mhlDQTRcG3SZb",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2140","T147","R_1GZCB75oL4ExY9U",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2141","T147","R_1oF12A6DySGqxo5",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2142","T147","R_22Dj5jQyX4HP2gV",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2143","T147","R_3CU8kDuizLs8sQW",3,"What does your best friend mean to you?","personal, subjective","social","agency"
"2144","T147","R_Q0M7ayslxWzUUvv",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2145","T147","R_5ziZYD4mLrLxK1P",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2146","T147","R_3fisFoqgHkFCSHQ",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2147","T147","R_2yjAbTEpQl8LIQo",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2148","T147","R_pMck7G0iXdS7MXv",1,"What does your best friend mean to you?","personal, subjective","social","agency"
"2149","T147","R_3LZ0OnKZq1lACpK",3,"What does your best friend mean to you?","personal, subjective","social","agency"
"2150","T147","R_1FhULGZI9ty8arK",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2151","T147","R_27UQPhygKAJVxrO",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2152","T147","R_2PhuZbqTXFoTqIC",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2153","T147","R_3MS5pg49GRWqi0X",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2154","T147","R_3flsbM0Dl4xOMll",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2155","T147","R_bfR0tnjBHhGmKUp",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2156","T147","R_BzkIf5pVtArMWtj",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2157","T147","R_bDVNEfBBl8wQwEx",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2158","T147","R_Z8LpaqTUbglo6kN",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2159","T147","R_10HO7YizCeDEi8A",4,"What does your best friend mean to you?","personal, subjective","social","agency"
"2160","T147","R_3qxn8xR1Afcmhdl",5,"What does your best friend mean to you?","personal, subjective","social","agency"
"2161","T148","R_1rjoAPb95f47YTd",2,"Do you have feelings?","personal, objective","psychological",""
"2162","T148","R_W7NoI0G4VcKC9wt",5,"Do you have feelings?","personal, objective","psychological",""
"2163","T148","R_z7HulYWuj4HV2Gl",4,"Do you have feelings?","personal, objective","psychological",""
"2164","T148","R_10CoiceYCTnykNq",3,"Do you have feelings?","personal, objective","psychological",""
"2165","T148","R_324kmv6BBzjJbek",3,"Do you have feelings?","personal, objective","psychological",""
"2166","T148","R_1eEuug7ktUk0JuP",4,"Do you have feelings?","personal, objective","psychological",""
"2167","T148","R_1163gL73ZZlkYaI",4,"Do you have feelings?","personal, objective","psychological",""
"2168","T148","R_2TTf1THpnfoL1l8",4,"Do you have feelings?","personal, objective","psychological",""
"2169","T148","R_1EXWy4GsjjDzAhA",3,"Do you have feelings?","personal, objective","psychological",""
"2170","T148","R_3yMMYyPJdfJdQdP",3,"Do you have feelings?","personal, objective","psychological",""
"2171","T148","R_5yGFJZfTzM3YXZL",2,"Do you have feelings?","personal, objective","psychological",""
"2172","T148","R_3HHRfuRSZFfDHjW",1,"Do you have feelings?","personal, objective","psychological",""
"2173","T148","R_2atPSh5YgH8rAfE",5,"Do you have feelings?","personal, objective","psychological",""
"2174","T148","R_12RnnMTmtdombGR",4,"Do you have feelings?","personal, objective","psychological",""
"2175","T148","R_3qyRkqTcQJVr2UI",4,"Do you have feelings?","personal, objective","psychological",""
"2176","T148","R_1luTk3zsH1hQQVd",4,"Do you have feelings?","personal, objective","psychological",""
"2177","T148","R_1hz2pBLmoYxVNrW",3,"Do you have feelings?","personal, objective","psychological",""
"2178","T148","R_1N3PO7lyPi6VwEV",2,"Do you have feelings?","personal, objective","psychological",""
"2179","T148","R_2dSlP0571acTI6E",3,"Do you have feelings?","personal, objective","psychological",""
"2180","T148","R_xg5GqYm3tDgDaDL",3,"Do you have feelings?","personal, objective","psychological",""
"2181","T148","R_3MlZQMugA5WIn7d",3,"Do you have feelings?","personal, objective","psychological",""
"2182","T148","R_1gOenAPSzxGmbgf",3,"Do you have feelings?","personal, objective","psychological",""
"2183","T148","R_1IfK5N6JE2QXHU0",3,"Do you have feelings?","personal, objective","psychological",""
"2184","T148","R_12hkEeodwHeqaIT",4,"Do you have feelings?","personal, objective","psychological",""
"2185","T148","R_1Q0feh3Wshmoi8k",4,"Do you have feelings?","personal, objective","psychological",""
"2186","T148","R_27B8VP6eKOPLSwH",2,"Do you have feelings?","personal, objective","psychological",""
"2187","T148","R_3RqQt3lF6ERtBZi",5,"Do you have feelings?","personal, objective","psychological",""
"2188","T148","R_PLFCD2yNEZfGU4p",3,"Do you have feelings?","personal, objective","psychological",""
"2189","T148","R_3nOvfd7mVurdBKq",2,"Do you have feelings?","personal, objective","psychological",""
"2190","T148","R_2QXMb6hhf5fXrOF",1,"Do you have feelings?","personal, objective","psychological",""
"2191","T148","R_sbPxBdFNjG64ic1",4,"Do you have feelings?","personal, objective","psychological",""
"2192","T148","R_1eysoHRuyLuTyOC",4,"Do you have feelings?","personal, objective","psychological",""
"2193","T148","R_2BypEVMxTaQxQpp",4,"Do you have feelings?","personal, objective","psychological",""
"2194","T148","R_26fEQdd0g3Q97B9",4,"Do you have feelings?","personal, objective","psychological",""
"2195","T148","R_1CpcUeOeZNkTWSv",5,"Do you have feelings?","personal, objective","psychological",""
"2196","T148","R_9LxO8nEwxQyYG3f",5,"Do you have feelings?","personal, objective","psychological",""
"2197","T148","R_22Dj5jQyX4HP2gV",5,"Do you have feelings?","personal, objective","psychological",""
"2198","T148","R_12K2sOsPV3zuykm",4,"Do you have feelings?","personal, objective","psychological",""
"2199","T148","R_2EAyzTT0tJj59bb",2,"Do you have feelings?","personal, objective","psychological",""
"2200","T148","R_2uX3ZRIFpYa0AKe",5,"Do you have feelings?","personal, objective","psychological",""
"2201","T148","R_1pQgSkuY82HHqap",4,"Do you have feelings?","personal, objective","psychological",""
"2202","T148","R_5ziZYD4mLrLxK1P",2,"Do you have feelings?","personal, objective","psychological",""
"2203","T148","R_2TER8RlMF5ZK1nl",4,"Do you have feelings?","personal, objective","psychological",""
"2204","T148","R_1E6dnXqYUoHYVSc",5,"Do you have feelings?","personal, objective","psychological",""
"2205","T148","R_77NvZNu9KQLykbn",4,"Do you have feelings?","personal, objective","psychological",""
"2206","T149","R_3hDPucjnOFY33hO",5,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2207","T149","R_bDVNEfBBl8wQwEx",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2208","T149","R_Xhr5tV8m655aABb",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2209","T149","R_2QXMb6hhf5fXrOF",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2210","T149","R_1GJV1lOIGeWDEzL",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2211","T149","R_2uX3ZRIFpYa0AKe",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2212","T149","R_SCtypf44QnMQB1v",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2213","T149","R_12McAyvfNJTJ5NS",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2214","T149","R_2TTf1THpnfoL1l8",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2215","T149","R_3yMMYyPJdfJdQdP",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2216","T149","R_3Di5TsjuInLVDUC",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2217","T149","R_2XcEvQo5Bw2Vcz1",5,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2218","T149","R_1r63sJxXauOsKna",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2219","T149","R_XsUZJr5oUnaaSxH",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2220","T149","R_1hBjdK1Tnwst98Q",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2221","T149","R_2Xpp5fSMo806bep",5,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2222","T149","R_21vnrMdWNPutysf",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2223","T149","R_1PTyaFuzdpr88gL",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2224","T149","R_1gOenAPSzxGmbgf",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2225","T149","R_2BypEVMxTaQxQpp",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2226","T149","R_1LAoYkk3oP5GLsn",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2227","T149","R_3DhGGGKIyYPjG8V",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2228","T149","R_10HO7YizCeDEi8A",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2229","T149","R_2yjAbTEpQl8LIQo",5,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2230","T149","R_3O9LwCB7Qm0yPkt",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2231","T149","R_3NWkm9CqFtF0BoU",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2232","T149","R_3RqQt3lF6ERtBZi",1,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2233","T149","R_2y7WDCgZ8dYCZyQ",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2234","T149","R_32RYoMsHuZI5Lt9",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2235","T149","R_1g27dsW7dI0L2Zc",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2236","T149","R_1ruYV1kIoaq8xD0",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2237","T149","R_31SEHQqyHokLnTG",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2238","T149","R_1E6dnXqYUoHYVSc",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2239","T149","R_71KNpR5LavqXB3X",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2240","T149","R_3MlZQMugA5WIn7d",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2241","T149","R_Q0M7ayslxWzUUvv",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2242","T149","R_1CpcUeOeZNkTWSv",5,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2243","T149","R_2qgVeaAR8SI9eGn",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2244","T149","R_6Klo3Oi9nuuj8mR",1,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2245","T149","R_SUXUQjeAYCED3MZ",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2246","T149","R_1luTk3zsH1hQQVd",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2247","T149","R_1FhULGZI9ty8arK",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2248","T149","R_3M6vxPBL0x8S5qY",2,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2249","T149","R_3g1Mj3FXywjcYyy",5,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2250","T149","R_2YVYMQJUivOp38X",1,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2251","T149","R_27UQPhygKAJVxrO",4,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2252","T149","R_Wqg4ccFfOZMbUzf",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2253","T149","R_2azWm36oYoZjx3b",3,"Is it ever acceptable to hit children?","personal, subjective","social","agency"
"2254","T15","R_2dSlP0571acTI6E",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2255","T15","R_Xhr5tV8m655aABb",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2256","T15","R_SUXUQjeAYCED3MZ",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2257","T15","R_1rjoAPb95f47YTd",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2258","T15","R_10JKS9ppBd52ilu",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2259","T15","R_RaXe5LtCkZaNwel",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2260","T15","R_1LL3lEeUSRl72a5",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2261","T15","R_2PhuZbqTXFoTqIC",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2262","T15","R_3Kr4gnISYaj8cWh",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2263","T15","R_27UQPhygKAJVxrO",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2264","T15","R_11Yg0nKZBPoFjEv",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2265","T15","R_3hDPucjnOFY33hO",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2266","T15","R_29bnvvhEfuAChsz",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2267","T15","R_1oo2wZIOIoXeQut",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2268","T15","R_u8mhlDQTRcG3SZb",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2269","T15","R_26aRI7kNdJOG3i8",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2270","T15","R_uwzXbAGYFPhpfJD",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2271","T15","R_3NWkm9CqFtF0BoU",2,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2272","T15","R_1Q0feh3Wshmoi8k",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2273","T15","R_2Ynugktj4AxNTsj",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2274","T15","R_3G2s4eYdeRsTPDK",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2275","T15","R_324kmv6BBzjJbek",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2276","T15","R_2yjAbTEpQl8LIQo",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2277","T15","R_3DhGGGKIyYPjG8V",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2278","T15","R_2rSc3nGVWm49uOo",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2279","T15","R_2BypEVMxTaQxQpp",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2280","T15","R_2EmLlxCDhAKuksN",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2281","T15","R_2TTf1THpnfoL1l8",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2282","T15","R_SNKRKqzDAv3LW0N",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2283","T15","R_1DHHPJyhapUk4kI",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2284","T15","R_9SmiCPUW3UiMrM5",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2285","T15","R_3fdv7M2mt9Fi1lL",2,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2286","T15","R_2Ui0qPi4gI7qS2T",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2287","T15","R_3hrywhdZZ20L8br",2,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2288","T15","R_vVLO7Ch0MokPPsR",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2289","T15","R_3Es96XNlaTI1O1D",1,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2290","T15","R_2uX3ZRIFpYa0AKe",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2291","T15","R_3CU8kDuizLs8sQW",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2292","T15","R_5ziZYD4mLrLxK1P",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2293","T15","R_3Di5TsjuInLVDUC",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2294","T15","R_2QXMb6hhf5fXrOF",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2295","T15","R_1DOVHcW9buAjSEI",1,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2296","T15","R_1GPpqkxMDm12F4U",4,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2297","T15","R_2e9COGchSBtvLyf",1,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2298","T15","R_3RqQt3lF6ERtBZi",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2299","T15","R_PH9MTkVKU6R45EZ",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2300","T15","R_ptwBNm9ps9jd05j",5,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2301","T15","R_3lRMfxOLA0HOgPL",3,"What are some of your favorite smells?","personal, subjective","biological","experience"
"2302","T150","R_1GZCB75oL4ExY9U",1,"What is dirt made of?","factual","",""
"2303","T150","R_1IfK5N6JE2QXHU0",3,"What is dirt made of?","factual","",""
"2304","T150","R_1hBjdK1Tnwst98Q",4,"What is dirt made of?","factual","",""
"2305","T150","R_bfR0tnjBHhGmKUp",3,"What is dirt made of?","factual","",""
"2306","T150","R_2EmLlxCDhAKuksN",5,"What is dirt made of?","factual","",""
"2307","T150","R_3qxn8xR1Afcmhdl",3,"What is dirt made of?","factual","",""
"2308","T150","R_324kmv6BBzjJbek",2,"What is dirt made of?","factual","",""
"2309","T150","R_1onBPsq4qLaaI0r",4,"What is dirt made of?","factual","",""
"2310","T150","R_3rNZMNfHOsgRMO7",3,"What is dirt made of?","factual","",""
"2311","T150","R_3Kr4gnISYaj8cWh",2,"What is dirt made of?","factual","",""
"2312","T150","R_1OTSe2FuDeOpeA8",2,"What is dirt made of?","factual","",""
"2313","T150","R_3flsbM0Dl4xOMll",3,"What is dirt made of?","factual","",""
"2314","T150","R_2QhAzyXyGiCMIL5",4,"What is dirt made of?","factual","",""
"2315","T150","R_aXWLzZHTkkoFCnf",4,"What is dirt made of?","factual","",""
"2316","T150","R_26aRI7kNdJOG3i8",3,"What is dirt made of?","factual","",""
"2317","T150","R_u9rShamwI1JsTIt",4,"What is dirt made of?","factual","",""
"2318","T150","R_1eEuug7ktUk0JuP",4,"What is dirt made of?","factual","",""
"2319","T150","R_3O9LwCB7Qm0yPkt",3,"What is dirt made of?","factual","",""
"2320","T150","R_1g27dsW7dI0L2Zc",2,"What is dirt made of?","factual","",""
"2321","T150","R_2TvoFXHZlEBhHZ3",4,"What is dirt made of?","factual","",""
"2322","T150","R_22Gncn3kgyePtI2",2,"What is dirt made of?","factual","",""
"2323","T150","R_2BypEVMxTaQxQpp",3,"What is dirt made of?","factual","",""
"2324","T150","R_Dq9XCEClC3WL1zH",2,"What is dirt made of?","factual","",""
"2325","T150","R_pMck7G0iXdS7MXv",5,"What is dirt made of?","factual","",""
"2326","T150","R_29bnvvhEfuAChsz",4,"What is dirt made of?","factual","",""
"2327","T150","R_ZaCiyYTGLas41q1",3,"What is dirt made of?","factual","",""
"2328","T150","R_3fNo0khs0Ts9jcV",2,"What is dirt made of?","factual","",""
"2329","T150","R_1AFANg5cv6wTEv7",4,"What is dirt made of?","factual","",""
"2330","T150","R_2U0jG6nEupyGnQr",4,"What is dirt made of?","factual","",""
"2331","T150","R_3MS5pg49GRWqi0X",3,"What is dirt made of?","factual","",""
"2332","T150","R_3OkuhyqVyN80P8z",3,"What is dirt made of?","factual","",""
"2333","T150","R_1LL3lEeUSRl72a5",5,"What is dirt made of?","factual","",""
"2334","T150","R_3lUfComlglBDYeB",3,"What is dirt made of?","factual","",""
"2335","T150","R_2azWm36oYoZjx3b",4,"What is dirt made of?","factual","",""
"2336","T150","R_3nOvfd7mVurdBKq",2,"What is dirt made of?","factual","",""
"2337","T150","R_1jNtRvpgBQubjCJ",3,"What is dirt made of?","factual","",""
"2338","T150","R_3ereDkWfgysPxts",3,"What is dirt made of?","factual","",""
"2339","T150","R_2zpS4S5Gs4oLwDN",5,"What is dirt made of?","factual","",""
"2340","T150","R_SOcEyITioN71NGV",5,"What is dirt made of?","factual","",""
"2341","T150","R_3h6mujtw7bGSTsy",2,"What is dirt made of?","factual","",""
"2342","T150","R_3LijGFCoCw7FZRM",3,"What is dirt made of?","factual","",""
"2343","T150","R_2781xRZfKHluRCu",3,"What is dirt made of?","factual","",""
"2344","T150","R_2VEkSfA4BWYRS39",1,"What is dirt made of?","factual","",""
"2345","T150","R_2qguVMuZV4zI5JR",2,"What is dirt made of?","factual","",""
"2346","T150","R_3fdv7M2mt9Fi1lL",1,"What is dirt made of?","factual","",""
"2347","T150","R_3hDPucjnOFY33hO",2,"What is dirt made of?","factual","",""
"2348","T150","R_1ruYV1kIoaq8xD0",2,"What is dirt made of?","factual","",""
"2349","T150","R_3G8JdyGHJvvA7Dq",4,"What is dirt made of?","factual","",""
"2350","T151","R_1gndqwgG0p2iI0M",4,"How often do you take a bath?","personal, objective","biological",""
"2351","T151","R_XB5nnPC0jjuCEEh",5,"How often do you take a bath?","personal, objective","biological",""
"2352","T151","R_1g27dsW7dI0L2Zc",2,"How often do you take a bath?","personal, objective","biological",""
"2353","T151","R_1OTSe2FuDeOpeA8",5,"How often do you take a bath?","personal, objective","biological",""
